id,nameFirst,nameLast,origin,likert.valuesFriendship,likert.valuesFamily,likert.valuesCommunity,likert.valuesSelf,likert.valuesFaith,likert.valuesEducation,likert.valuesHealth,likert.valuesStrength,semDiff.dogCat,semDiff.donutMunchkins,semDiff.cakePie,semDiff.steelersPirates
jbrilhante88,Julian,Brilhante,UT,2,5,3,1,3,2,1,2,5,2,5,5
jbenwell270,Josh,Benwell,MI,3,2,1,2,2,2,1,1,4,1,5,1
gwestphal603,Gene,Westphal,WI,5,5,2,5,4,4,3,5,2,2,4,1
dtwedell929,Denny,Twedell,ME,2,2,4,5,3,1,3,5,5,3,3,2
jvalladoli876,Josephina,Valladolid,LA,4,2,3,4,3,1,2,1,2,5,2,1
clitman540,Coy,Litman,SD,1,1,1,2,1,3,3,1,5,1,4,3
sboothman338,Seymour,Boothman,OR,3,3,3,1,4,3,1,5,2,3,2,3
jsubich167,Janeen,Subich,NY,1,1,5,1,3,4,5,2,3,2,2,5
ssancen964,Shana,Sancen,TX,5,3,4,4,2,1,2,4,2,3,4,4
flangton932,Florene,Langton,KS,3,1,1,1,1,2,2,1,5,1,4,3
cmacrostie414,Carroll,Macrostie,SD,4,3,5,2,2,1,3,1,2,5,1,1
mmcelyea567,Micheal,Mcelyea,GA,5,1,3,3,2,2,4,3,2,2,5,2
satta948,Stevie,Atta,IN,2,3,2,5,2,1,2,5,2,4,2,3
jverrue94,Jame,Verrue,GA,4,1,4,1,5,1,4,5,1,2,2,5
cruck185,Cassi,Ruck,ND,3,3,3,1,3,4,5,3,5,3,1,1
jhuseman405,Jewell,Huseman,VA,1,2,5,4,1,3,5,4,3,3,1,2
khysom34,Ken,Hysom,GA,5,1,5,4,1,4,2,5,1,4,3,4
rzimlich623,Ray,Zimlich,ME,2,3,1,2,5,2,5,5,5,5,5,3
lwraspir271,Lonny,Wraspir,ID,1,5,1,5,1,4,2,4,4,1,2,2
lschoof145,Levi,Schoof,AL,3,2,2,5,5,2,5,3,4,1,2,2
lsheild299,Lanny,Sheild,OR,4,5,1,4,4,1,2,3,4,1,1,3
vutley785,Vernie,Utley,WY,5,2,4,5,1,2,2,4,4,1,4,2
kphanthauo764,Kacy,Phanthauong,WV,5,5,1,3,3,3,3,2,3,5,1,3
mtorsiello889,Margery,Torsiello,FL,4,4,4,2,1,1,1,4,2,4,2,2
nmcrea800,Nila,Mcrea,KY,3,5,1,1,5,4,4,4,1,3,4,4
cmarichala773,Charley,Marichalar,CO,4,4,5,5,4,1,2,2,5,2,4,1
tgrowcock129,Trudie,Growcock,WV,2,2,4,1,5,1,2,2,3,1,1,5
jwinterlin559,Jerald,Winterling,DE,3,4,2,1,5,2,5,5,3,2,4,1
sseyb642,Shasta,Seyb,VA,3,3,3,3,5,1,1,5,5,4,2,1
lpavlovich183,Luke,Pavlovich,DE,5,5,5,1,3,1,3,1,1,3,1,5
jjulen590,Jean,Julen,CA,5,3,3,3,1,1,5,3,4,3,1,4
jgoldbeck700,Jae,Goldbeck,AZ,4,5,3,4,5,1,5,1,3,2,4,5
tnicolosi956,Tamesha,Nicolosi,IA,4,1,1,1,1,5,2,5,4,4,5,1
afurler251,Anabel,Furler,AR,4,3,2,1,3,2,1,2,4,5,2,2
asaik207,Amparo,Saik,MT,4,4,3,3,5,3,3,5,3,5,5,5
jengerman757,Jeana,Engerman,NV,2,1,4,2,3,3,1,3,1,4,4,2
hcrofford626,Heath,Crofford,LA,4,4,3,3,4,3,3,5,5,2,4,1
ihessling821,Isidro,Hessling,CA,3,3,1,3,4,2,5,2,3,1,1,2
nrubinich151,Nigel,Rubinich,VA,4,5,1,5,3,3,2,3,3,3,3,5
fsandgren715,Frank,Sandgren,MO,1,5,3,3,5,5,1,1,2,2,5,1
ekoltz426,Estefana,Koltz,SC,2,1,4,4,5,3,3,4,4,2,3,4
bgnegy865,Bambi,Gnegy,NJ,3,2,1,4,4,2,4,5,4,4,3,1
bpelliccia722,Billie,Pelliccia,WV,1,3,2,1,3,5,1,3,5,3,1,5
hballinger892,Hoyt,Ballinger,PA,4,3,3,1,4,4,4,3,1,1,4,1
crippstein693,Cristobal,Rippstein,WI,5,3,1,4,3,2,3,5,4,4,5,2
vrochel240,Vania,Rochel,IN,3,1,2,1,4,3,5,5,3,2,4,1
lbetter433,Lester,Better,ID,2,3,1,5,1,3,5,5,3,2,3,2
amalas729,Allene,Malas,WY,5,5,3,1,3,2,1,1,1,5,2,5
lparton396,Lyle,Parton,CA,5,5,1,4,2,1,1,3,4,5,3,4
rpeverini995,Russell,Peverini,NV,1,2,5,4,2,5,3,3,1,5,5,3
weiselman412,Wilton,Eiselman,ND,2,2,5,4,4,4,3,2,5,5,1,4
